City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,bhamo,24.2667,97.2333,23.41,98,46,0.79,MM,1717880065
366,vila velha,-20.3297,-40.2925,23.97,83,40,2.57,BR,1717880065
367,harstad,68.799,16.5293,11.56,96,100,1.79,NO,1717880065
368,shibin al qanatir,30.3127,31.3202,29.45,54,0,3.03,EG,1717880066
369,saurimo,-9.6608,20.3916,18.11,40,38,1.95,AO,1717880066
370,tera,14.0078,0.7531,34.93,34,44,0.88,NE,1717880066
371,loiza,18.4313,-65.8802,33.99,62,20,2.57,PR,1717879892
372,kannus,63.9,23.9,10.24,67,81,1.44,FI,1717880066
373,booue,-0.0921,11.9385,23.43,92,96,0.78,GA,1717880066
374,happy valley-goose bay,53.3168,-60.3315,23.17,43,20,5.66,CA,1717880067
375,larkird,35.4894,66.6641,13.88,43,0,0.51,AF,1717880067
376,northam,51.0333,-4.2167,12.99,73,4,2.89,GB,1717880067
377,puerto maldonado,-12.6,-69.1833,32.22,48,20,2.06,PE,1717880067
378,umba,66.6871,34.3429,6.66,74,96,4.22,RU,1717880067
379,canmore,51.0834,-115.3521,17.71,87,100,1.54,CA,1717879836
380,totness,5.8833,-56.3167,27.87,80,55,3.11,SR,1717880068
381,kayangel,8.0823,134.7173,29.07,74,100,5.66,PW,1717880068
382,ciudad lazaro cardenas,17.9583,-102.2,29.65,59,13,6.09,MX,1717880068
383,santa marta,11.2408,-74.199,31.03,79,40,2.57,CO,1717880044
384,horta,38.5333,-28.6333,20.01,87,40,5.66,PT,1717880068
385,howard springs,-12.497,131.047,17.15,65,2,2.85,AU,1717880068
386,eyl,7.9803,49.8164,27.59,72,93,11.48,SO,1717880069
387,magdagachi,53.45,125.8,10.77,51,100,1.13,RU,1717880069
388,barra de santo antonio,-9.4047,-35.5072,25.6,85,4,4.07,BR,1717880069
389,jiuquan,39.7432,98.5174,20.25,22,98,1.92,CN,1717880069
390,porto novo,6.4965,2.6036,27.9,82,100,4.31,BJ,1717880069
391,inhambane,-23.865,35.3833,20.8,58,100,6.68,MZ,1717880069
392,lazaro cardenas,17.9583,-102.2,29.65,59,13,6.09,MX,1717880068
393,martapura,-3.4167,114.85,26.05,100,100,1.03,ID,1717880070
394,falmouth,50.1544,-5.0711,13.32,71,20,3.6,GB,1717880070
395,dunhua,43.3725,128.2425,11.93,92,34,1.47,CN,1717880070
396,vila franca do campo,37.7167,-25.4333,19.23,99,84,3.33,PT,1717880070
397,kenai,60.5544,-151.2583,16.12,58,100,7.72,US,1717880070
398,chinde,26.8418,88.0763,18.48,74,0,2.8,NP,1717880070
399,yashkino,55.8736,85.4265,13.9,99,49,4.36,RU,1717880071
400,castillos,-34.1667,-53.8333,17.16,97,100,2.21,UY,1717880071
401,muntok,-2.0667,105.1833,25.92,88,94,1.91,ID,1717880071
402,punta del este,-34.9667,-54.95,21.09,86,0,1.79,UY,1717880071
403,magadan,59.5667,150.8,4.74,98,100,2.78,RU,1717880072
404,saudarkrokur,65.7461,-19.6394,3.13,97,68,3.03,IS,1717880072
405,demba,-5.51,22.2667,20.52,40,38,1.06,CD,1717880072
406,rio pardo,-29.9897,-52.3781,19.87,91,81,2.25,BR,1717880072
407,san julian,21.0167,-102.1667,28.74,23,96,4.55,MX,1717880072
408,macka,40.8186,39.6136,20.64,95,71,0.98,TR,1717880072
409,milltown,40.4562,-74.4432,27.47,43,18,4.02,US,1717880072
410,lorengau,-2.0226,147.2712,27.18,82,16,2.21,PG,1717880073
411,maturin,9.75,-63.1767,28.45,75,100,3.98,VE,1717880073
412,guanica,17.9716,-66.908,32.84,75,100,6.7,PR,1717880073
413,gebeit,21.0667,36.3167,35.43,17,85,2.09,SD,1717880073
414,aykhal,66.0,111.5,12.14,84,43,3.15,RU,1717880073
415,richards bay,-28.783,32.0377,14.88,68,34,1.38,ZA,1717880074
416,saiha,22.4833,92.9667,22.04,98,70,1.2,IN,1717880074
417,usogorsk,63.4106,48.6872,15.37,89,100,1.92,RU,1717880074
418,ebon,4.582,168.6964,28.83,77,72,6.73,MH,1717880074
419,nenjiang,49.1833,125.2167,11.45,85,100,2.68,CN,1717880074
420,wulingyuan,29.3494,110.5441,16.27,96,100,1.07,CN,1717880074
421,dhilwan,31.5169,75.35,32.28,33,1,2.38,IN,1717880075
422,sinabang,2.4803,96.3801,25.99,84,95,1.87,ID,1717880075
423,waddan,29.1614,16.139,30.36,14,0,3.19,LY,1717880075
424,sarayonu,38.262,32.4046,14.79,80,100,2.17,TR,1717880075
425,great falls,47.5002,-111.3008,22.87,40,0,2.57,US,1717880075
426,merizo village,13.2658,144.6691,28.32,92,73,4.02,GU,1717880075
427,pemba,-12.974,40.5178,26.39,78,20,4.63,MZ,1717880076
428,hami,42.8,93.45,26.46,15,100,7.34,CN,1717880076
429,ketchikan,55.3422,-131.6461,22.26,35,40,7.2,US,1717879953
430,ocos,14.5094,-92.1933,27.16,84,100,4.27,GT,1717880076
431,menaka,15.9182,2.4022,35.18,29,98,5.23,ML,1717880076
432,severo-yeniseyskiy,60.3725,93.0408,11.43,70,100,4.02,RU,1717880076
433,pangody,65.85,74.4859,3.81,83,48,3.44,RU,1717880076
434,puerto asis,0.5133,-76.5007,23.4,92,99,1.42,CO,1717880077
435,egilsstadir,65.2653,-14.3948,5.95,75,75,1.54,IS,1717880077
436,turabah,21.2141,41.6331,30.1,22,0,3.69,SA,1717880077
437,geraldton,-28.7667,114.6,22.23,73,75,7.72,AU,1717880077
438,piacabucu,-10.4056,-36.4344,24.52,89,2,3.34,BR,1717880077
439,wenchang,30.904,118.4887,23.26,73,98,0.61,CN,1717880078
440,kharkhorin,47.1975,102.8238,12.09,58,100,0.63,MN,1717880078
441,nyirtelek,48.0167,21.6333,19.84,75,82,3.5,HU,1717880078
442,yaren,-0.5472,166.916,29.57,71,83,5.92,NR,1717880078
443,anjiang,27.3194,110.1031,19.69,98,100,1.36,CN,1717880078
444,manay,7.215,126.5397,24.66,79,94,1.75,PH,1717880078
445,san carlos,9.6612,-68.5827,27.25,86,83,1.53,VE,1717880079
446,kalymnos,36.95,26.9833,26.74,50,0,5.66,GR,1717880079
447,tsiombe,-25.3,45.4833,18.9,63,100,5.43,MG,1717880079
448,bartlesville,36.7473,-95.9808,34.97,58,0,4.63,US,1717879980
449,laojunmiao,39.8333,97.7333,17.51,25,73,1.8,CN,1717880079
450,al qubbah,32.7616,22.2424,20.33,46,0,6.13,LY,1717880079
451,muli,2.9167,73.5667,28.59,75,100,6.38,MV,1717880080
452,cotoca,-17.8167,-63.05,30.25,51,20,7.72,BO,1717880080
453,bastia,42.6667,9.3333,24.61,71,100,1.03,FR,1717880080
454,santa luzia,-19.7697,-43.8514,24.6,52,20,2.57,BR,1717880080
455,limbe,4.0242,9.2149,25.53,91,99,2.63,CM,1717880080
456,juneau,58.3019,-134.4197,24.0,100,75,6.69,US,1717879947
457,conduaga,8.862,117.4893,25.21,91,100,2.96,PH,1717880080
458,datca,36.7378,27.6842,24.8,62,0,6.97,TR,1717880081
459,nazyvayevsk,55.5698,71.3529,10.42,91,99,2.74,RU,1717880081
460,belmonte,-15.8631,-38.8828,23.61,87,10,3.58,BR,1717880081
461,nepanagar,21.4667,76.4,29.14,63,100,7.54,IN,1717880081
462,nova vicosa,-17.8919,-39.3719,23.39,83,13,4.54,BR,1717880081
463,bude,50.8243,-4.5413,12.12,75,3,0.45,GB,1717880081
464,dhalie,13.6957,44.7314,27.46,40,8,1.74,YE,1717880082
465,carutapera,-1.195,-46.02,25.34,91,19,3.81,BR,1717880082
466,'alaqahdari dishu,30.4374,63.313,27.34,12,0,3.79,AF,1717880082
467,xinmin,41.9908,122.8253,17.17,83,0,4.69,CN,1717880082
468,rawson,-43.3002,-65.1023,12.0,68,100,3.32,AR,1717880082
469,marsh harbour,26.5412,-77.0636,29.13,71,9,2.46,BS,1717880073
470,broome,42.2506,-75.833,23.68,59,75,5.66,US,1717880083
471,ichinoseki,38.9167,141.1333,16.74,92,100,1.18,JP,1717880083
472,amahai,-3.3333,128.9167,25.63,89,100,2.93,ID,1717880083
473,merlo,-32.3429,-65.014,20.81,60,100,4.63,AR,1717880083
474,yoloten,37.2989,62.3597,29.95,18,18,3.5,TM,1717880083
475,gamba,-2.65,10.0,22.83,86,65,2.04,GA,1717880083
476,village of oak creek (big park),34.7809,-111.7623,36.1,11,0,5.14,US,1717880083
477,rostov,57.1914,39.4139,14.76,62,74,1.29,RU,1717880084
478,manta,-0.95,-80.7333,25.88,73,75,5.14,EC,1717879835
479,mtambile,-5.3833,39.7,26.58,71,7,7.22,TZ,1717880084
480,altamont,42.2068,-121.7372,29.88,37,0,2.24,US,1717880084
481,tarija,-21.5355,-64.7296,33.95,20,77,5.14,BO,1717880084
482,nadi,-17.8,177.4167,25.0,69,40,4.63,FJ,1717880084
483,kadnikov,59.5022,40.338,13.79,79,51,1.28,RU,1717880085
484,chengde,40.9725,117.9361,16.22,53,94,1.33,CN,1717880085
485,ermelo,-26.5333,29.9833,3.52,84,42,1.79,ZA,1717880085
486,holualoa,19.6228,-155.9522,25.91,78,20,5.66,US,1717880085
487,sirte,31.2089,16.5887,23.53,59,0,4.38,LY,1717880085
488,odienne,9.51,-7.5692,26.14,70,18,2.24,CI,1717880085
489,kalodzishchy,53.944,27.7823,7.73,100,0,1.0,BY,1717880086
490,plastun,44.7561,136.2939,10.54,100,100,1.69,RU,1717880086
491,kupang,-10.1667,123.5833,25.32,94,0,3.6,ID,1717880086
492,daru,-9.0763,143.2092,25.69,87,100,7.67,PG,1717880086
493,wynyard,-41.0,145.7167,8.71,79,5,4.34,AU,1717880086
494,la ronge,55.1001,-105.2842,10.14,57,100,5.14,CA,1717880086
495,jincheng,35.5022,112.8328,20.31,33,3,1.6,CN,1717880087
496,pagadian,7.8257,123.437,24.02,92,100,0.54,PH,1717880087
497,hasaki,35.7333,140.8333,19.22,77,68,3.39,JP,1717880087
498,elverum,60.8819,11.5623,6.38,97,100,0.45,NO,1717880087
499,hirara,24.8,125.2833,27.15,100,75,2.57,JP,1717880087
500,revda,56.801,59.9303,11.56,84,95,2.15,RU,1717880087
501,santa maria do suacui,-18.1903,-42.4142,21.23,63,32,1.78,BR,1717880088
502,saint-arnoult-en-yvelines,48.5667,1.9333,15.71,77,97,3.37,FR,1717880088
503,mwanza,-2.5167,32.9,19.03,72,20,0.0,TZ,1717880088
504,juhaynah,26.6732,31.4976,35.18,23,0,5.81,EG,1717880088
505,vikulovo,56.8167,70.6107,9.88,85,70,0.54,RU,1717880088
506,vanino,49.0869,140.2543,11.63,95,97,1.04,RU,1717880088
507,tobelo,1.7284,128.0095,26.34,81,100,2.2,ID,1717880089
508,lovisa,60.4566,26.2251,9.05,82,4,3.64,FI,1717880089
509,remire-montjoly,4.9167,-52.2667,31.02,70,0,4.63,GF,1717879857
510,fengxian,34.7039,116.5872,23.82,51,82,2.76,CN,1717880089
511,vicksburg,32.3526,-90.8779,32.82,45,0,2.06,US,1717880089
512,tomelilla,55.5429,13.9546,11.03,95,100,5.36,SE,1717880089
513,markovo,57.3206,107.0881,7.42,76,22,1.68,RU,1717880089
514,saynshand,44.8824,110.1163,20.24,31,73,2.81,MN,1717880090
515,camapua,-19.5314,-54.0439,27.13,33,4,3.05,BR,1717880090
516,timimoun,29.2639,0.231,39.21,9,0,2.06,DZ,1717880090
517,tromso,69.6496,18.957,8.01,87,40,3.6,NO,1717880090
518,wiwili,13.6268,-85.8254,30.74,66,97,0.97,NI,1717880090
519,tamanrasset,22.785,5.5228,29.95,13,20,1.54,DZ,1717880091
520,bay roberts,47.5999,-53.2648,16.86,84,80,1.43,CA,1717880091
521,afaahiti,-17.75,-149.2833,24.93,84,99,4.71,PF,1717880091
522,sosnovka,56.255,51.2842,15.34,90,100,0.89,RU,1717880091
523,rikaze,29.25,88.8833,14.06,43,0,2.15,CN,1717880091
524,raymondville,26.4815,-97.7831,38.06,43,0,8.67,US,1717880091
525,pisco,-13.7,-76.2167,18.03,88,75,2.06,PE,1717880092
526,roma,43.2128,-75.4557,21.57,63,75,5.66,US,1717880092
527,namibe,-15.1961,12.1522,19.7,78,0,1.26,AO,1717880092
528,woodstock,43.1334,-80.7497,19.86,55,99,2.68,CA,1717880092
529,guantanamo,20.1444,-75.2092,30.76,75,100,2.24,CU,1717880092
530,mahibadhoo,3.7833,72.9667,28.39,76,100,5.97,MV,1717880092
531,chatra,24.2167,84.8667,29.42,34,98,2.79,IN,1717880093
532,kalmunai,7.4167,81.8167,26.38,80,100,4.7,LK,1717880093
533,port-vila,-17.7338,168.3219,22.78,88,20,1.54,VU,1717880093
534,lhokseumawe,5.1801,97.1507,26.06,84,52,2.94,ID,1717880093
535,upington,-28.4478,21.2561,9.21,43,20,0.0,ZA,1717880093
536,tarfaya,27.9358,-12.9218,20.95,83,8,3.67,MA,1717880094
537,axim,4.8699,-2.2405,26.04,85,48,5.38,GH,1717880094
538,barclayville,4.6797,-8.2339,25.43,88,81,2.57,LR,1717880094
539,ixtapa,20.7,-105.2,30.13,71,32,2.24,MX,1717879903
540,okha,53.5739,142.9478,4.58,90,87,0.89,RU,1717880094
541,tarariras,-34.2833,-57.6167,22.51,92,100,4.03,UY,1717880094
542,kayyerkan,69.3786,87.7439,1.83,100,100,4.28,RU,1717880095
543,uturoa,-16.7333,-151.4333,26.17,82,98,3.6,PF,1717880095
544,jinchang,38.4953,102.1739,19.7,36,100,2.14,CN,1717880095
545,souillac,-20.5167,57.5167,23.21,88,75,3.6,MU,1717880095
546,vega de alatorre,20.0333,-96.6333,31.29,67,42,5.38,MX,1717880095
547,road town,18.4167,-64.6167,30.02,74,40,4.12,VG,1717880095
548,susuman,62.7833,148.1667,1.1,77,100,3.58,RU,1717880096
549,metkovic,43.0542,17.6483,22.26,66,34,1.36,HR,1717880096
550,queenstown,-31.8976,26.8753,7.57,69,8,1.03,ZA,1717880096
551,the pas,53.8251,-101.2541,9.01,87,100,4.63,CA,1717880096
552,san pedro pochutla,15.7333,-96.4667,30.55,62,100,3.63,MX,1717880096
553,ariquemes,-9.9133,-63.0408,30.84,48,0,1.57,BR,1717880096
554,palafrugell,41.9174,3.1631,21.54,46,100,3.58,ES,1717880097
555,hanzhong,33.0728,107.0303,15.36,87,65,0.51,CN,1717880097
556,usinsk,65.9939,57.5281,2.82,85,6,4.92,RU,1717880097
557,bandon,51.7469,-8.7425,11.77,81,6,4.75,IE,1717880097
558,pyapon,16.2833,95.6833,25.49,94,87,2.45,MM,1717880097
559,agadez,19.75,10.25,33.83,11,0,4.34,NE,1717880097
560,i-n-salah,27.1935,2.4607,38.49,9,18,1.96,DZ,1717880098
561,yancheng,33.3856,120.1253,23.29,58,100,2.4,CN,1717880098
562,ratzeburg,53.7,10.7667,11.9,64,100,1.54,DE,1717880098
563,al qaryatayn,34.2296,37.2407,26.91,26,37,3.08,SY,1717880098
564,bliss corner,41.6118,-70.9384,25.04,61,100,6.69,US,1717880098
565,usuki,33.1081,131.7878,19.01,98,100,5.15,JP,1717880098
566,cuatro cienegas de carranza,26.9833,-102.0833,36.46,23,88,3.61,MX,1717880099
567,piti village,13.4626,144.6933,28.5,88,0,1.54,GU,1717880099
568,tambopata,-12.7333,-69.1833,31.94,48,20,2.06,PE,1717880099
569,sao cristovao,-11.0147,-37.2064,26.95,74,40,4.12,BR,1717880099
570,santiago,-33.4569,-70.6483,17.47,63,100,3.6,CL,1717879849
571,prince rupert,54.3161,-130.3201,18.05,60,75,4.63,CA,1717879804
572,energetik,51.7445,58.7934,16.41,88,26,2.95,RU,1717880100
573,birniwa,12.7903,10.2348,34.77,33,66,6.46,NG,1717880100
